키워드,언론사,기사명,날짜,URL
경향신문,"구자열 LS 회장, 경제포럼서 ‘지니어워즈’ 수상",A21면 1단,https://www.khan.co.kr/people/news/article/202109302138015,세계 경제
톱스타뉴스,"중국 전력부족 사태로 비롯된 경제충격, 세계경제에 악영향 우려",2021-09-28,http://www.topstarnews.net/news/articleView.html?idxno=14633315,세계 경제
JTBC,"[중국은, 왜] '괘씸죄' 호주에 무차별 경제보복…中, 제 발등 찍었다",2021-10-01,https://news.jtbc.joins.com/article/article.aspx?news_id=NB12025416,세계 경제
매일경제,구자열 LS회장 '지니어워즈' 수상,A37면 1단,http://news.mk.co.kr/newsRead.php?no=931910&year=2021,세계 경제
한국경제,"머스크 ""암호화폐 파괴 못해…정부는 아무것도 하지 말라""",2021-09-30,https://www.hankyung.com/economy/article/202109293257i,세계 경제
재외동포신문,'제25차 세계한인경제인대회' 10월 11~15일 서울서 개최 ,2021.09.03.,http://www.dongponews.net/news/articleView.html?idxno=44631,세계 경제
뉴스웨이,[NW포토]개회사하는 전광우 세계경제연구원 이사장,2021.09.02.,http://www.newsway.co.kr/news/view?tp=1&ud=2021090211225482540,세계 경제
KBS,재정·통화·금융당국 수장 회동…“가계부채 억제·대외 리스크 논의”,2021-09-30,https://news.kbs.co.kr/news/view.do?ncd=5290577&ref=A,세계 경제
매일경제,"美·EU 무역委 출범…中 겨냥해 ""불공정 행위 차단""",A10면 TOP,http://news.mk.co.kr/newsRead.php?no=931894&year=2021,세계 경제
한국경제,"머스크 ""암호화폐 파괴 못해…정부는 아무것도 하지 말라""",2021-09-30,https://www.hankyung.com/economy/article/202109293257i,세계 경제
재외동포신문,'제25차 세계한인경제인대회' 10월 11~15일 서울서 개최 ,2021.09.03.,http://www.dongponews.net/news/articleView.html?idxno=44631,세계 경제
경향신문,"구자열 LS 회장, ‘지니어워즈’ 수상···상금 전액 기부",2021-09-30,https://www.khan.co.kr/economy/economy-general/article/202109301436001,세계 경제
헤럴드경제,"구광모 LG 회장, “포스트 코로나 시대, 재무지표보다 고객가치가 우선”",10분 전,http://news.heraldcorp.com/view.php?ud=20211001000322,세계 경제
뉴스웨이,[NW포토]개회사하는 전광우 세계경제연구원 이사장,2021.09.02.,http://www.newsway.co.kr/news/view?tp=1&ud=2021090211225482540,세계 경제
KBS,재정·통화·금융당국 수장 회동…“가계부채 억제·대외 리스크 논의”,2021-09-30,https://news.kbs.co.kr/news/view.do?ncd=5290577&ref=A,세계 경제
매일경제,"美·EU 무역委 출범…中 겨냥해 ""불공정 행위 차단""",A10면 TOP,http://news.mk.co.kr/newsRead.php?no=931894&year=2021,세계 경제
중앙일보,"SK는 ‘도시유전’, 두산은 '수소전지'…탄소중립 속도 낸다",2021-09-30,https://www.joongang.co.kr/article/25011282,세계 경제
머니투데이,"구자열 LS 회장, 기업가 정신 확산 공로 '지니어워즈' 수상",13면 1단,http://news.mt.co.kr/mtview.php?no=2021093011281260836,세계 경제
MBC,"중국, 국경절 72주년 기념 리셉션‥""새로운 국제관계 건설하자""",2021-10-01,https://imnews.imbc.com/news/2021/world/article/6304144_34880.html,세계 경제
매일경제,"美·EU 무역委 출범…中 겨냥해 ""불공정 행위 차단""",A10면 TOP,http://news.mk.co.kr/newsRead.php?no=931894&year=2021,세계 경제
중앙일보,"SK는 ‘도시유전’, 두산은 '수소전지'…탄소중립 속도 낸다",2021-09-30,https://www.joongang.co.kr/article/25011282,세계 경제
한겨레,구자열 엘에스그룹 회장 ‘지니어워즈’ 수상…상금 등 5만 달러 기부,21면 1단,https://www.hani.co.kr/arti/economy/economy_general/1013455.html,세계 경제
디지털투데이,"구광모 LG회장 ""고객 가치와 혁신위해 고민해야""",10분 전,http://www.digitaltoday.co.kr/news/articleView.html?idxno=418926,세계 경제
머니투데이,"구자열 LS 회장, 기업가 정신 확산 공로 '지니어워즈' 수상",13면 1단,http://news.mt.co.kr/mtview.php?no=2021093011281260836,세계 경제
MBC,"중국, 국경절 72주년 기념 리셉션‥""새로운 국제관계 건설하자""",2021-10-01,https://imnews.imbc.com/news/2021/world/article/6304144_34880.html,세계 경제
데일리안,신한금융지주 창립 20주년 기념 세계경제연구원-신한금융그룹 국제컨퍼런스,2021.09.02.,https://www.dailian.co.kr/news/view/1028886/?sc=Naver,세계 경제
SBS,"파월 ""공급망 병목현상으로 인플레 내년까지…결국 극복 전망""",2021-09-30,https://news.sbs.co.kr/news/endPage.do?news_id=N1006481314&plink=ORI&cooper=NAVER,세계 경제
조선일보,"10월 1일 정부 폐쇄, 중순엔 국가 부도? 美가 더블 위기 맞은 이유",2021-09-30,https://www.chosun.com/international/us/2021/09/30/G2T7CMLKJNDRXFVDLRJYAUWVTY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,세계 경제
중앙일보,"SK 도시유전, 두산 수소전지…재계, 탄소중립 가속도",E4면 1단,https://www.joongang.co.kr/article/25011437,세계 경제
